8.700000,0.000000,-0.000000
7.829213,4.314804,28.621883
8.107411,1.090891,-4.512320
8.038356,2.293006,8.936525
8.219521,1.202279,1.542360
8.046457,1.568045,-1.617293
9.300000,0.000000,-0.000000
9.300000,-0.000000,0.000000
8.409430,0.984333,0.303424
8.337270,1.069538,-0.145155
8.359462,1.020858,-0.063605
8.066207,1.478410,1.578820
7.568308,2.492922,-5.274588
7.496292,2.636706,-6.090950
9.300000,-0.000000,-0.000000
9.300000,-0.000000,-0.000000
9.300000,0.000000,0.000000
8.543647,0.805249,-1.024588
8.700000,-0.000000,-0.000000
8.700000,-0.000000,0.000000
8.700000,-0.000000,0.000000
8.351797,1.047174,-0.352548
8.338348,1.066682,-0.286769
8.401670,0.993177,0.318075
8.378799,1.012338,0.162842
8.355960,1.037800,0.086230
9.100000,-0.000000,-0.000000
7.408033,3.174627,0.828071
7.406091,3.176111,0.753540
7.230356,3.464518,-1.323022
7.473837,3.041742,1.230711
7.716923,2.128958,-1.148957
7.679173,2.203064,-1.855654
9.000000,0.000000,0.000000
7.510729,2.455096,-24.936380
8.900000,-0.000000,-0.000000
8.900000,0.000000,0.000000
8.900000,0.000000,0.000000
7.984590,1.696784,-1.749975
8.800000,-0.000000,-0.000000
9.300000,-0.000000,0.000000
8.685605,0.640999,-1.896852
8.615226,0.721826,-1.397692
8.322064,1.053585,-0.243352
8.339375,1.042053,-0.048426
8.700000,-0.000000,-0.000000
8.700000,-0.000000,0.000000
8.700000,0.000000,0.000000
8.700000,0.000000,-0.000000
8.700000,-0.000000,0.000000
8.700000,-0.000000,-0.000000
8.700000,-0.000000,-0.000000
8.700000,0.000000,-0.000000
8.700000,0.000000,-0.000000
8.700000,0.000000,-0.000000
8.302971,1.114249,0.009603
9.000000,-0.000000,0.000000
9.000000,-0.000000,0.000000
9.100000,-0.000000,0.000000
8.362276,1.030170,-0.234951
8.364061,1.033560,-0.088959
8.392859,1.002828,0.154660
8.364703,1.024620,-0.287595
8.333460,1.076004,-0.105802
8.379738,0.998930,-0.398898
8.264706,1.148468,0.035998
8.388641,0.990030,-0.138898
8.429261,0.966006,0.378787
8.511749,0.618281,-2.210067
8.429774,0.991958,0.705022
9.000000,0.000000,-0.000000
7.687353,2.178230,-0.749996
7.736611,2.092356,-1.065407
7.683803,2.184394,-0.729240
9.000000,-0.000000,-0.000000
8.700000,0.000000,-0.000000
7.842212,2.278075,2.554896
7.843767,2.275253,2.567270
9.000000,-0.000000,0.000000
9.000000,0.000000,-0.000000
9.000000,-0.000000,-0.000000
9.000000,-0.000000,0.000000
8.900000,-0.000000,0.000000
8.900000,0.000000,-0.000000
8.900000,-0.000000,0.000000
8.900000,-0.000000,-0.000000
7.728696,2.335229,-2.139543
8.800000,-0.000000,0.000000
7.857027,1.945067,-3.694410
7.986773,1.693398,-1.632693
8.900000,0.000000,-0.000000
7.965295,1.748805,-0.635847
7.980812,1.713740,-0.872864
7.928258,1.812192,-0.724165
8.143352,1.478455,0.983637
9.300000,-0.000000,0.000000
9.300000,-0.000000,0.000000
9.200000,-0.000000,-0.000000
9.200000,-0.000000,-0.000000
9.300000,0.000000,0.000000
8.600393,0.793614,0.843937
8.347733,1.027954,-0.106015
8.484448,0.906650,0.547237
8.541877,0.847162,0.614475
9.300000,0.000000,-0.000000
9.200000,0.000000,-0.000000
9.100000,0.000000,-0.000000
8.700000,-0.000000,-0.000000
8.700000,0.000000,-0.000000
8.700000,0.000000,0.000000
8.700000,-0.000000,0.000000
8.700000,0.000000,0.000000
8.700000,-0.000000,-0.000000
8.700000,0.000000,0.000000
8.700000,-0.000000,0.000000
8.700000,-0.000000,-0.000000
8.700000,-0.000000,0.000000
8.700000,-0.000000,0.000000
8.700000,-0.000000,-0.000000
8.700000,0.000000,-0.000000
8.700000,-0.000000,0.000000
8.700000,-0.000000,-0.000000
8.700000,0.000000,0.000000
8.700000,-0.000000,-0.000000
8.700000,-0.000000,0.000000
8.700000,-0.000000,0.000000
8.700000,0.000000,-0.000000
8.700000,-0.000000,0.000000
8.700000,0.000000,0.000000
8.700000,-0.000000,0.000000
8.700000,-0.000000,0.000000
8.700000,0.000000,0.000000
8.700000,0.000000,0.000000
8.700000,-0.000000,-0.000000
8.700000,0.000000,-0.000000
8.700000,0.000000,-0.000000
8.700000,0.000000,-0.000000
8.700000,0.000000,-0.000000
8.700000,-0.000000,0.000000
8.700000,-0.000000,0.000000
8.700000,0.000000,-0.000000
8.700000,-0.000000,-0.000000
8.700000,0.000000,-0.000000
8.700000,-0.000000,0.000000
8.700000,-0.000000,0.000000
8.700000,0.000000,0.000000
8.700000,-0.000000,-0.000000
8.700000,-0.000000,-0.000000
8.700000,0.000000,0.000000
8.700000,0.000000,-0.000000
8.700000,-0.000000,-0.000000
8.700000,-0.000000,-0.000000
8.700000,0.000000,-0.000000
8.700000,0.000000,0.000000
8.396845,0.984901,-0.568194
8.387998,0.996265,-0.490763
9.100000,0.000000,0.000000
8.278453,1.122890,0.143442
9.100000,0.000000,0.000000
9.100000,0.000000,0.000000
9.100000,-0.000000,-0.000000
9.200000,-0.000000,-0.000000
9.200000,0.000000,-0.000000
9.100000,0.000000,-0.000000
9.100000,-0.000000,0.000000
8.311867,1.077692,-0.279046
8.327153,1.078503,0.197089
8.333101,1.054869,-0.136860
8.282014,1.120375,-0.191397
8.281135,1.122663,-0.134389
8.305626,1.092676,-0.142629
8.286681,1.117568,-0.001137
8.281312,1.122716,-0.118741
8.900000,0.000000,0.000000
8.900000,-0.000000,0.000000
8.900000,-0.000000,0.000000
8.900000,-0.000000,0.000000
8.900000,0.000000,-0.000000
8.900000,-0.000000,0.000000
8.900000,0.000000,0.000000
8.900000,-0.000000,0.000000
7.776733,1.993691,-0.797621
7.770786,1.997962,-0.885909
8.900000,-0.000000,-0.000000
8.900000,0.000000,-0.000000
8.900000,-0.000000,0.000000
7.992814,1.789676,1.600265
9.000000,0.000000,-0.000000
9.000000,0.000000,-0.000000
9.000000,0.000000,-0.000000
9.000000,-0.000000,-0.000000
8.700000,-0.000000,0.000000
8.700000,0.000000,0.000000
8.700000,0.000000,-0.000000
9.000000,0.000000,0.000000
9.000000,-0.000000,-0.000000
9.000000,-0.000000,-0.000000
9.000000,0.000000,0.000000
9.100000,-0.000000,0.000000
9.100000,0.000000,0.000000
8.900000,-0.000000,-0.000000
8.900000,0.000000,-0.000000
8.900000,0.000000,-0.000000
8.800000,-0.000000,0.000000
8.800000,-0.000000,-0.000000
8.900000,0.000000,0.000000
8.900000,0.000000,-0.000000
8.900000,-0.000000,0.000000
8.900000,-0.000000,0.000000
8.900000,-0.000000,-0.000000
8.900000,0.000000,-0.000000
8.900000,0.000000,-0.000000
8.900000,0.000000,-0.000000
8.082351,2.537093,13.497451
7.960605,2.198784,5.258937
8.900000,-0.000000,0.000000
9.300000,0.000000,-0.000000
9.300000,-0.000000,-0.000000
9.300000,-0.000000,0.000000
9.200000,-0.000000,0.000000
9.200000,0.000000,-0.000000
9.200000,-0.000000,-0.000000
9.200000,-0.000000,-0.000000
9.200000,0.000000,-0.000000
9.200000,0.000000,-0.000000
9.200000,0.000000,-0.000000
9.300000,-0.000000,-0.000000
9.300000,0.000000,-0.000000
9.300000,-0.000000,0.000000
9.200000,-0.000000,0.000000
9.200000,-0.000000,0.000000
9.100000,-0.000000,-0.000000
9.100000,-0.000000,-0.000000
8.700000,-0.000000,0.000000
8.700000,0.000000,0.000000
8.700000,-0.000000,-0.000000
8.700000,0.000000,0.000000
8.700000,0.000000,-0.000000
8.700000,-0.000000,0.000000
8.700000,-0.000000,-0.000000
8.700000,0.000000,-0.000000
8.700000,-0.000000,-0.000000
8.700000,0.000000,0.000000
8.700000,0.000000,0.000000
8.700000,0.000000,-0.000000
8.700000,-0.000000,0.000000
8.700000,-0.000000,-0.000000
8.700000,0.000000,-0.000000
8.700000,0.000000,0.000000
8.700000,0.000000,0.000000
8.700000,0.000000,-0.000000
8.700000,-0.000000,-0.000000
8.700000,-0.000000,0.000000
8.700000,-0.000000,0.000000
8.700000,-0.000000,-0.000000
8.700000,-0.000000,0.000000
8.700000,-0.000000,0.000000
8.700000,-0.000000,0.000000
8.700000,0.000000,-0.000000
8.700000,0.000000,-0.000000
8.700000,-0.000000,-0.000000
8.700000,-0.000000,0.000000
8.700000,0.000000,-0.000000
8.700000,-0.000000,0.000000
8.700000,-0.000000,0.000000
8.700000,-0.000000,-0.000000
8.700000,0.000000,0.000000
8.700000,-0.000000,0.000000
8.700000,0.000000,0.000000
8.700000,0.000000,0.000000
8.700000,-0.000000,-0.000000
8.700000,0.000000,-0.000000
8.700000,-0.000000,0.000000
9.000000,-0.000000,0.000000
8.383062,1.001175,-0.407743
9.100000,-0.000000,-0.000000
8.384343,1.000872,-0.456309
8.388069,0.996630,-0.504057
9.100000,-0.000000,-0.000000
9.100000,-0.000000,-0.000000
9.100000,0.000000,-0.000000
9.100000,0.000000,-0.000000
9.100000,0.000000,-0.000000
9.000000,-0.000000,0.000000
9.000000,0.000000,0.000000
9.100000,0.000000,-0.000000
9.100000,0.000000,0.000000
9.200000,-0.000000,0.000000
9.100000,0.000000,0.000000
9.100000,-0.000000,0.000000
9.100000,-0.000000,0.000000
9.100000,0.000000,0.000000
9.100000,-0.000000,0.000000
9.200000,0.000000,0.000000
